sample_id,planned_duration_months,total_units,predicted_construction_cost_growth,predicted_general_inflation_rate,predicted_usd_growth,project_payment_completion_ratio,overdue_payment_ratio,paid_late_payment_ratio,low_risk_member_ratio,medium_risk_member_ratio,high_risk_member_ratio,cash_flow_pressure_ratio,predicted_delay_months,delay_risk_level
661,30,16,32.03,24.2937,29.0603,0.9141,0.0626,0.1081,0.9325,0.0541,0.0134,0.1374,2.73,acceptable_delay
662,36,30,59.6374,44.3992,52.6832,0.6045,0.226,0.2276,0.3732,0.4407,0.1861,0.3936,16.58,medium
663,24,36,56.7422,51.0323,36.4003,0.7053,0.2408,0.4188,0.3029,0.4841,0.213,0.2916,17.81,medium
664,42,20,44.8135,40.927,58.5015,0.5802,0.2703,0.3158,0.1285,0.5144,0.3571,0.3921,22.1,medium
665,24,24,63.2384,45.1673,60.5387,0.6574,0.219,0.2468,0.1938,0.5081,0.298,0.3318,24.0,medium
666,24,12,18.4383,30.2125,28.3445,0.9594,0.0677,0.1291,0.8222,0.101,0.0768,0.146,1.62,acceptable_delay
667,48,48,66.3811,45.4092,50.6984,0.4658,0.5617,0.5572,0.2045,0.2291,0.5664,0.6325,60.0,high
668,24,36,59.669,38.391,43.8755,0.5561,0.3593,0.2967,0.2656,0.4229,0.3115,0.3976,13.39,medium
669,18,16,19.3722,32.7122,14.1431,0.8589,0.0696,0.0493,0.7871,0.2011,0.0118,0.0607,3.99,acceptable_delay
670,36,30,72.0516,60.9601,75.5257,0.4917,0.4163,0.4029,0.0,0.3939,0.6691,0.5173,37.34,high
671,48,60,57.0388,46.0025,51.2602,0.342,0.4573,0.3653,0.2021,0.418,0.3798,0.5874,55.86,high
672,30,20,34.023,32.1791,11.5785,0.9284,0.0658,0.0818,0.9291,0.0452,0.0257,0.1155,2.35,acceptable_delay
673,30,30,45.2837,35.5976,39.5174,0.8017,0.1276,0.1164,0.4482,0.4023,0.1495,0.1654,11.9,low
674,42,48,60.7294,61.703,77.9927,0.3772,0.3817,0.287,0.299,0.182,0.5191,0.6074,41.5,high
675,24,20,55.896,37.9509,39.3294,0.5751,0.239,0.4076,0.2521,0.4934,0.2545,0.3397,19.69,medium
676,24,24,29.8809,24.4862,27.4096,0.9256,0.028,0.0245,0.7561,0.1723,0.0716,0.1165,1.77,acceptable_delay
677,18,24,39.0012,30.2957,29.1802,0.7876,0.0845,0.169,0.6204,0.2959,0.0836,0.2169,7.43,low
678,24,24,39.9346,40.5489,38.3478,0.7133,0.0959,0.2448,0.5913,0.3325,0.0762,0.2943,7.56,low
679,18,24,35.2982,33.549,10.023,0.9765,0.037,0.0081,0.8102,0.1483,0.0415,0.06,1.8,acceptable_delay
680,36,30,106.5552,64.975,78.2407,0.1558,0.7916,0.4834,0.0761,0.2484,0.6755,0.7752,85.86,critical
681,30,24,53.6708,42.2461,47.611,0.5194,0.1915,0.2818,0.3397,0.3709,0.2893,0.4059,24.0,medium
682,36,30,105.6561,51.0631,110.475,0.2137,0.5374,0.4135,0.0,0.2738,0.9007,0.7235,83.47,critical
683,36,30,65.9068,42.6568,71.9241,0.537,0.4624,0.3396,0.0,0.4086,0.7058,0.5345,29.94,high
684,42,36,93.8529,59.3894,70.8557,0.3305,0.5678,0.6887,0.0,0.1375,0.9183,0.6896,111.76,critical
685,30,20,20.6682,26.9322,16.7709,0.9357,0.0664,0.1027,0.8006,0.1209,0.0785,0.0526,1.5,acceptable_delay
686,48,30,101.1207,58.4373,94.6188,0.2107,0.6524,0.6663,0.1617,0.2234,0.6148,0.6983,72.05,critical
687,30,36,53.3856,44.052,48.8642,0.498,0.2419,0.3022,0.3236,0.3971,0.2794,0.4356,14.96,medium
688,24,30,38.7794,32.6222,38.1377,0.8408,0.0943,0.0857,0.5683,0.3038,0.1279,0.1275,6.15,low
689,18,16,30.9647,31.5053,33.8863,0.7047,0.0903,0.1993,0.5787,0.3446,0.0767,0.1623,7.81,low
690,30,30,57.8009,56.2333,82.0144,0.4591,0.5727,0.2981,0.2486,0.2755,0.4759,0.5193,40.83,high
691,18,16,35.0663,38.3008,28.9745,0.8575,0.1636,0.117,0.6034,0.3319,0.0647,0.1426,6.55,low
692,30,24,36.5018,36.6358,40.4949,0.7694,0.0694,0.1843,0.4801,0.4096,0.1103,0.2458,10.87,low
693,30,12,18.1537,26.2199,14.2247,0.8447,0.0204,0.0492,0.8274,0.1719,0.0006,0.0762,2.67,acceptable_delay
694,24,36,52.9806,46.0959,45.9377,0.5713,0.1615,0.2692,0.3915,0.361,0.2476,0.296,17.96,medium
695,42,36,49.6832,38.0178,42.1235,0.4985,0.2926,0.3847,0.1425,0.5709,0.2866,0.4483,18.82,medium
696,18,24,36.5842,35.3789,29.1969,0.7218,0.067,0.1771,0.5157,0.3069,0.1773,0.172,10.77,low
697,24,20,47.2656,40.4203,30.6591,0.8396,0.1493,0.173,0.6695,0.2022,0.1283,0.1479,8.25,low
698,30,30,64.5708,53.4936,63.4397,0.4028,0.4556,0.5668,0.1131,0.3883,0.4986,0.5424,35.97,high
699,30,60,58.6594,56.083,56.9832,0.4814,0.326,0.2803,0.1169,0.181,0.702,0.5591,33.81,high
700,42,48,49.5545,50.5383,38.6106,0.7013,0.2778,0.181,0.5157,0.3321,0.1522,0.3083,21.15,medium
701,30,30,44.6609,36.4906,37.4068,0.6577,0.3468,0.3587,0.433,0.3903,0.1767,0.3983,24.0,medium
702,30,30,39.7501,30.8497,27.2577,0.7757,0.1615,0.128,0.5868,0.3179,0.0953,0.2172,9.14,low
703,42,36,45.6118,36.8826,49.4842,0.5948,0.1644,0.4092,0.3319,0.319,0.3491,0.3134,18.65,medium
704,42,20,60.5302,44.5856,51.47,0.6804,0.3196,0.263,0.4289,0.4049,0.1663,0.3601,24.0,medium
705,30,48,59.6258,45.2116,52.3876,0.5705,0.3007,0.3566,0.2896,0.4726,0.2378,0.4008,24.0,medium
706,48,80,94.3175,67.1609,75.111,0.3409,0.8289,0.3925,0.0303,0.1423,0.8274,0.6988,102.66,critical
707,24,30,47.0434,51.4089,39.7719,0.7132,0.2629,0.4149,0.1569,0.5142,0.329,0.2609,21.6,medium
708,36,36,50.1465,42.9314,60.9591,0.5907,0.3416,0.1863,0.3671,0.3065,0.3264,0.3562,24.0,medium
709,18,24,39.7301,41.5078,33.7597,0.7179,0.0643,0.0843,0.5832,0.2372,0.1795,0.2158,11.36,low
710,36,36,60.1906,41.0817,36.9613,0.6377,0.2281,0.3671,0.4463,0.3756,0.1781,0.256,16.89,medium
711,36,24,66.2271,51.4584,76.6252,0.398,0.539,0.5068,0.1863,0.3613,0.4524,0.6053,59.57,high
712,42,60,94.763,57.3788,78.5436,0.26,0.7343,0.6422,0.1799,0.0896,0.7304,0.7308,89.46,critical
713,30,20,44.2091,51.5607,39.8501,0.4926,0.3559,0.336,0.1426,0.5709,0.2865,0.4766,17.42,medium
714,30,24,46.3488,39.2677,38.4174,0.7867,0.1768,0.2085,0.6778,0.2116,0.1105,0.2607,11.86,low
715,24,12,23.2471,34.0769,20.5543,0.935,0.0478,0.0917,0.8569,0.0961,0.047,0.1355,4.19,acceptable_delay
716,36,24,61.0413,38.5804,54.7818,0.6745,0.2971,0.1926,0.3172,0.3337,0.349,0.3488,19.03,medium
717,30,24,41.207,42.114,30.1543,0.684,0.0745,0.2275,0.597,0.2277,0.1752,0.2631,9.71,low
718,24,20,21.5111,22.5315,11.1234,0.9283,0.0016,0.0717,0.8268,0.1467,0.0265,0.1168,1.42,acceptable_delay
719,30,12,32.228,29.2227,12.4936,0.8351,0.0128,0.0674,0.771,0.1879,0.0411,0.0735,5.81,acceptable_delay
720,42,36,61.5182,47.5303,51.0877,0.613,0.2111,0.297,0.2809,0.4573,0.2618,0.361,22.01,medium
721,36,24,36.6993,33.4721,26.9655,0.8109,0.1069,0.2114,0.4964,0.3562,0.1474,0.2006,7.04,low
722,36,16,47.1318,35.8119,27.3741,0.7795,0.1384,0.0974,0.5827,0.3137,0.1036,0.1384,7.06,low
723,18,20,47.8381,35.9524,26.6034,0.8596,0.0946,0.2426,0.6896,0.2462,0.0642,0.1728,9.84,low
724,18,20,33.9703,23.539,27.329,0.8437,0.0287,0.1183,0.9199,0.033,0.0471,0.0988,1.17,acceptable_delay
725,30,20,43.0919,35.9307,31.8171,0.8451,0.158,0.2235,0.5427,0.3642,0.0932,0.1906,10.19,low
726,36,60,79.128,53.1621,84.0699,0.282,0.8154,0.487,0.0504,0.266,0.6835,0.8179,105.03,critical
727,24,24,53.8741,44.5548,61.1165,0.5127,0.338,0.3335,0.3459,0.4685,0.1856,0.4579,24.0,medium
728,48,80,94.7513,74.3713,79.7225,0.149,0.5666,0.424,0.0,0.2548,0.8497,0.7667,73.44,critical
729,30,20,44.1979,30.3739,41.2915,0.7245,0.1628,0.1042,0.7105,0.2101,0.0795,0.1905,7.26,low
730,30,36,59.3837,42.141,36.738,0.6269,0.174,0.3832,0.3242,0.509,0.1668,0.3274,23.91,medium
731,24,12,19.8549,23.354,26.9499,0.9287,0.0646,0.1095,0.7422,0.2149,0.0429,0.078,3.79,acceptable_delay
732,42,20,60.5592,45.3165,45.8485,0.4908,0.331,0.1856,0.345,0.4045,0.2505,0.4973,17.03,medium
733,24,30,42.4102,48.3162,50.5455,0.4811,0.247,0.2115,0.3365,0.2911,0.3724,0.45,19.43,medium
734,24,30,48.3031,38.4453,42.1353,0.6375,0.249,0.2499,0.2585,0.5701,0.1714,0.3383,19.54,medium
735,48,48,80.1315,55.3928,52.2734,0.5028,0.4605,0.4906,0.3192,0.2997,0.3811,0.4674,33.43,high
736,36,20,62.9539,50.5687,48.5754,0.4831,0.2073,0.3353,0.3029,0.3995,0.2976,0.4905,21.63,medium
737,36,30,54.6627,37.2836,37.2688,0.5867,0.2238,0.3202,0.2767,0.4663,0.257,0.3527,18.62,medium
738,30,48,56.6386,47.9485,53.015,0.5158,0.3029,0.2014,0.2392,0.4671,0.2937,0.4155,23.96,medium
739,30,30,46.0326,47.9492,53.5659,0.7147,0.2899,0.1962,0.2923,0.5536,0.1541,0.2898,19.37,medium
740,60,36,83.7044,55.9356,113.1417,0.3556,0.7578,0.5614,0.1666,0.103,0.7304,0.7417,99.68,critical
741,36,20,63.306,42.8,45.0743,0.6127,0.1842,0.2846,0.3066,0.4779,0.2156,0.3559,21.19,medium
742,18,20,22.8348,23.7153,18.9919,0.8454,0.004,0.1418,0.8214,0.1094,0.0691,0.1914,5.77,acceptable_delay
743,30,24,58.992,42.5695,48.0963,0.4847,0.2444,0.2382,0.2534,0.5288,0.2178,0.4042,16.66,medium
744,48,24,74.3673,44.7616,56.579,0.337,0.4393,0.3621,0.1131,0.2949,0.592,0.5851,41.33,high
745,36,30,42.9384,30.481,28.1872,0.7073,0.091,0.2166,0.6421,0.2222,0.1356,0.288,12.0,low
746,48,60,74.7068,49.856,70.1957,0.4825,0.5201,0.576,0.2126,0.3539,0.4336,0.4875,51.8,high
747,30,36,53.9401,44.7773,51.6179,0.5039,0.2098,0.2085,0.3753,0.4117,0.213,0.4517,17.66,medium
748,30,16,47.225,41.2538,29.7048,0.8204,0.1073,0.1341,0.6287,0.2716,0.0998,0.1822,10.13,low
749,24,16,43.9131,33.2934,34.3391,0.8672,0.1367,0.2369,0.6316,0.2825,0.0859,0.2134,10.4,low
750,36,20,64.4321,38.3851,42.6707,0.5325,0.205,0.2218,0.3013,0.3538,0.3449,0.3578,15.17,medium
751,24,16,29.6118,35.7697,10.7651,0.9274,0.0277,0.118,0.7481,0.217,0.0349,0.0297,4.29,acceptable_delay
752,48,36,79.4718,63.3747,116.2151,0.3236,0.8229,0.6661,0.0795,0.0601,0.8604,0.7103,120.0,critical
753,18,16,31.465,32.3139,30.0382,0.6941,0.1586,0.2349,0.6087,0.2883,0.103,0.2479,8.0,low
754,36,48,65.8661,45.9797,84.0004,0.3499,0.4932,0.5578,0.2447,0.3534,0.4019,0.5856,56.02,high
755,18,24,36.3754,35.8948,27.341,0.8428,0.0693,0.0375,0.7557,0.1874,0.0569,0.1824,4.25,acceptable_delay
756,30,12,23.6757,31.294,22.3852,0.8368,0.0762,0.0352,0.7919,0.1832,0.0248,0.097,1.77,acceptable_delay
757,42,48,58.6979,47.6122,57.2923,0.5115,0.3511,0.3703,0.4378,0.3832,0.179,0.3627,20.71,medium
758,18,30,32.3254,30.8782,37.6732,0.8788,0.1412,0.1191,0.4996,0.4093,0.091,0.155,6.69,low
759,48,24,57.2961,49.4559,55.1363,0.5437,0.5041,0.5411,0.064,0.4447,0.4913,0.4469,59.83,high
760,30,16,24.4305,28.6588,13.0172,0.8311,0.0083,0.1349,0.8068,0.1657,0.0275,0.1301,1.0,acceptable_delay
761,36,36,59.6251,38.7464,41.956,0.5943,0.3385,0.2095,0.3784,0.4404,0.1812,0.4134,14.87,medium
762,18,24,30.3622,22.424,27.7799,0.9182,0.0514,0.0453,0.797,0.1834,0.0196,0.0802,3.15,acceptable_delay
763,30,20,38.3765,41.6821,35.2317,0.8035,0.0939,0.2134,0.5591,0.3262,0.1147,0.2224,12.0,low
764,24,16,19.2425,23.6551,16.1361,0.893,0.0402,0.1343,0.8546,0.0891,0.0563,0.0558,4.55,acceptable_delay
765,30,20,31.7812,34.783,43.9449,0.7035,0.1462,0.154,0.5415,0.2889,0.1696,0.2867,7.59,low
766,30,30,45.8531,41.5332,25.132,0.8564,0.1128,0.1191,0.6357,0.2474,0.1169,0.1114,7.28,low
767,36,48,73.4469,57.8094,81.106,0.4544,0.5417,0.3019,0.1707,0.2577,0.5716,0.6166,41.34,high
768,24,20,43.7072,32.0279,39.5697,0.6972,0.1487,0.1213,0.6538,0.2154,0.1307,0.3073,8.01,low
769,42,30,73.2486,54.8333,100.5945,0.3306,0.7882,0.3602,0.0,0.1438,0.9025,0.7078,101.69,critical
770,48,80,90.4882,65.7379,102.3635,0.1794,0.6582,0.5683,0.0009,0.2526,0.7465,0.8486,105.53,critical
771,24,20,60.5366,36.7648,52.5399,0.6279,0.2364,0.2991,0.1189,0.5582,0.3229,0.298,18.74,medium
772,24,30,42.621,38.2661,36.2797,0.7847,0.1367,0.1326,0.5953,0.3095,0.0951,0.2464,8.7,low
773,36,60,101.346,63.4758,88.577,0.3205,0.762,0.5919,0.0,0.2971,0.8302,0.7306,104.9,critical
774,18,16,23.1194,24.429,13.0574,0.9566,0.006,0.1427,0.8316,0.1182,0.0502,0.0721,3.58,acceptable_delay
775,48,60,66.1848,51.4709,61.7272,0.4245,0.4168,0.5092,0.0,0.3236,0.7129,0.5622,50.17,high
776,30,20,48.3925,42.1411,47.1193,0.4812,0.1909,0.1996,0.4309,0.2876,0.2815,0.448,24.0,medium
777,36,16,45.2849,37.0392,25.8453,0.7765,0.1345,0.1637,0.4266,0.3953,0.1781,0.2716,10.4,low
778,30,24,41.7114,36.0289,27.3556,0.6907,0.1361,0.1787,0.576,0.2933,0.1307,0.2178,7.55,low
779,42,30,58.0041,45.3127,72.2009,0.4469,0.5698,0.4979,0.1593,0.4344,0.4063,0.5814,56.69,high
780,30,36,59.5401,46.0366,60.7898,0.7101,0.3584,0.3157,0.1514,0.4691,0.3795,0.3867,19.13,medium
781,24,16,27.7334,29.5233,28.3832,0.9875,0.0139,0.025,0.9113,0.0655,0.0231,0.0924,4.18,acceptable_delay
782,18,30,45.7829,30.1161,25.8399,0.8367,0.117,0.1814,0.7002,0.2015,0.0983,0.1217,6.94,low
783,30,36,54.8912,43.3316,56.3021,0.6445,0.2672,0.2845,0.4823,0.2876,0.2301,0.3214,19.02,medium
784,36,48,46.9805,35.4649,54.5962,0.6292,0.3318,0.3678,0.1307,0.5057,0.3636,0.4311,20.89,medium
785,24,20,52.8075,49.1075,46.2071,0.5522,0.2166,0.263,0.3193,0.5124,0.1683,0.3656,13.32,medium
786,30,24,36.4097,30.3659,25.9024,0.8474,0.1019,0.2061,0.5526,0.3939,0.0535,0.1303,6.22,low
787,30,12,37.0198,22.0205,23.1461,0.9728,0.0582,0.0156,0.8824,0.0753,0.0424,0.0676,1.84,acceptable_delay
788,36,30,83.499,61.0884,54.8186,0.3663,0.424,0.4593,0.1858,0.3178,0.4964,0.5508,28.0,high
789,36,48,72.1729,60.1948,78.8595,0.2763,0.5686,0.583,0.1054,0.1528,0.7419,0.66,106.43,critical
790,36,24,38.4203,42.4876,40.9645,0.7378,0.0642,0.2369,0.4981,0.3545,0.1474,0.2245,6.63,low
791,36,20,52.3363,50.1206,60.8686,0.5407,0.2361,0.3249,0.0831,0.5651,0.3518,0.4104,17.43,medium
792,48,24,65.5745,45.8696,82.2695,0.3248,0.6175,0.2982,0.1341,0.2528,0.6131,0.612,34.83,high
793,24,20,19.209,30.9282,28.6781,0.9843,0.0527,0.0024,0.8493,0.1082,0.0426,0,3.86,acceptable_delay
794,30,60,72.1175,50.1755,50.7992,0.4446,0.3533,0.4564,0.0,0.437,0.6032,0.4651,48.56,high
795,42,36,75.9696,70.308,107.6374,0.1276,0.7776,0.5089,0.0,0.2657,0.853,0.8778,75.3,critical
796,36,20,58.0707,41.4197,61.6995,0.6177,0.1919,0.2406,0.3835,0.3658,0.2506,0.2936,15.69,medium
797,30,36,68.3518,56.575,83.6423,0.3063,0.4178,0.4631,0.0,0.3803,0.7092,0.6255,37.28,high
798,36,20,39.7572,38.4792,28.922,0.8032,0.1483,0.1219,0.5743,0.3664,0.0593,0.1669,10.8,low
799,30,24,84.9282,54.0663,70.9666,0.3779,0.5782,0.4694,0.0,0.4401,0.6596,0.6336,50.83,high
800,42,20,49.8304,48.8379,55.5633,0.6033,0.2158,0.4067,0.2105,0.4766,0.313,0.4085,13.78,medium
801,30,20,55.3885,45.695,53.0538,0.5288,0.3201,0.3944,0.3649,0.4024,0.2327,0.4266,13.72,medium
802,36,36,52.3715,39.297,48.6637,0.5909,0.1654,0.3467,0.2832,0.3943,0.3224,0.3874,23.23,medium
803,42,36,73.5267,58.465,64.6734,0.3272,0.466,0.3,0.0,0.3605,0.6495,0.6184,60.0,high
804,48,30,108.056,67.2948,81.49,0.3357,0.6516,0.6377,0.0579,0.1127,0.8294,0.7809,102.49,critical
805,30,20,19.8061,27.524,15.2892,0.8422,0.0295,0.1124,0.8766,0.1024,0.021,0.1482,2.72,acceptable_delay
806,24,16,35.2871,33.0422,38.3717,0.7836,0.155,0.146,0.4391,0.3916,0.1693,0.1565,9.29,low
807,24,24,30.1415,27.7986,14.3114,0.9122,0.0276,0.0166,0.803,0.1427,0.0543,0.0985,1.53,acceptable_delay
808,24,12,24.3635,28.6217,28.2686,0.8886,0.0791,0.1189,0.8889,0.0589,0.0522,0.1879,2.22,acceptable_delay
809,30,20,54.6027,40.736,53.3033,0.7177,0.3091,0.2739,0.3637,0.3649,0.2714,0.3462,16.19,medium
810,24,16,31.7499,33.9408,20.1082,0.8652,0.0727,0.0076,0.7617,0.1876,0.0507,0.0697,1.58,acceptable_delay
811,30,16,39.1237,32.219,36.8208,0.8436,0.0728,0.1645,0.6132,0.2329,0.1539,0.2036,9.31,low
812,18,16,27.223,25.5557,15.1065,0.8217,0.0644,0.1352,0.8858,0.06,0.0542,0.1474,2.63,acceptable_delay
813,42,80,100.2805,70.8993,119.0468,0.3318,0.814,0.734,0.0366,0.0795,0.8839,0.7242,105.98,critical
814,30,36,46.5015,50.5742,35.1129,0.6868,0.3034,0.2698,0.3522,0.4047,0.243,0.315,21.6,medium
815,30,30,41.5741,38.5249,40.7365,0.7772,0.1399,0.1701,0.5888,0.2899,0.1213,0.2221,11.27,low
816,42,48,60.276,41.1502,35.8036,0.5149,0.1521,0.3735,0.3275,0.3054,0.367,0.3715,24.0,medium
817,48,60,80.9023,42.7455,63.9542,0.4974,0.5382,0.3925,0.0757,0.2383,0.686,0.5261,49.12,high
818,36,36,79.8605,44.026,75.2679,0.4527,0.4001,0.4141,0.2978,0.2833,0.4189,0.481,51.44,high
819,36,30,34.1948,40.3435,38.0307,0.7404,0.1565,0.1536,0.6518,0.228,0.1202,0.2241,9.92,low
820,36,24,43.6896,39.2328,34.3079,0.7263,0.0869,0.2264,0.4707,0.3991,0.1302,0.211,10.86,low
821,36,48,84.4395,55.8752,95.7128,0.2562,0.7684,0.5109,0.0,0.2838,0.8849,0.8104,119.28,critical
822,30,20,23.7558,30.0287,20.8638,0.9812,0.0316,0.0518,0.8803,0.0578,0.0618,0,4.19,acceptable_delay
823,24,20,48.2751,41.6773,33.3554,0.6888,0.179,0.2047,0.6023,0.2822,0.1155,0.2574,11.83,low
824,18,12,33.5558,24.2927,16.2208,0.9242,0.0743,0.0864,0.826,0.1013,0.0726,0.1667,1.91,acceptable_delay
825,36,20,56.5769,49.8484,61.1791,0.6566,0.2924,0.2361,0.2368,0.5018,0.2614,0.387,18.31,medium
826,48,60,84.516,42.0653,56.6125,0.5322,0.5969,0.4001,0.0,0.3376,0.7166,0.5426,46.72,high
827,30,24,40.3395,35.6651,28.2997,0.8274,0.119,0.2415,0.4763,0.4015,0.1222,0.1981,8.2,low
828,24,24,62.6195,50.8749,48.485,0.5559,0.3163,0.3417,0.2929,0.4967,0.2104,0.4691,24.0,medium
829,36,30,61.5741,53.7099,68.1009,0.4234,0.3626,0.262,0.3159,0.193,0.4911,0.4916,50.87,high
830,18,20,43.2176,35.8887,30.8301,0.8031,0.1137,0.115,0.584,0.2519,0.1641,0.2382,11.24,low
831,60,30,105.5661,57.3887,96.7632,0.2025,0.6344,0.7308,0.188,0.1326,0.6794,0.7053,65.19,critical
832,30,30,68.0785,49.418,75.8421,0.3993,0.5461,0.4687,0.0205,0.4431,0.5363,0.6422,51.85,high
833,24,24,20.7447,24.7924,27.6931,0.9146,0.0505,0.1203,0.7184,0.218,0.0636,0.1411,2.38,acceptable_delay
834,42,36,62.926,52.6438,61.94,0.463,0.461,0.4566,0.2245,0.3843,0.3912,0.4778,27.13,high
835,42,24,56.1683,53.6573,84.5865,0.4459,0.5629,0.3134,0.3016,0.2855,0.4129,0.6346,30.4,high
836,36,24,64.7643,45.4359,59.5318,0.4996,0.4603,0.5453,0.2792,0.2251,0.4957,0.5133,56.12,high
837,48,80,89.5578,70.2708,104.3007,0.2304,0.6762,0.6954,0.0388,0.2209,0.7403,0.7943,107.87,critical
838,30,12,18.5002,25.8504,14.4642,0.9526,0.0541,0.1338,0.8829,0.1102,0.007,0.0075,1.28,acceptable_delay
839,18,24,26.3124,28.5022,16.8039,0.8459,0.0689,0.0479,0.8253,0.0956,0.079,0.1331,4.53,acceptable_delay
840,48,30,68.8584,56.8514,57.3723,0.4684,0.5154,0.3344,0.2279,0.4101,0.3619,0.5968,49.14,high
841,24,20,54.4609,39.851,39.9321,0.6644,0.1824,0.4085,0.3962,0.2977,0.3061,0.3798,15.76,medium
842,18,30,39.1478,37.6611,35.084,0.8728,0.0605,0.2052,0.5942,0.2839,0.1219,0.1483,12.0,low
843,24,30,42.6133,38.6286,38.3743,0.8168,0.1247,0.1785,0.4734,0.3969,0.1297,0.1925,6.25,low
844,36,60,62.6243,47.3073,68.576,0.2909,0.6046,0.3983,0.207,0.2961,0.4969,0.7401,55.29,high
845,18,24,18.7757,34.454,16.6299,0.8628,0.0597,0.1381,0.8944,0.0338,0.0718,0.1786,1.68,acceptable_delay
846,36,20,42.7423,42.1639,40.4138,0.6931,0.1625,0.229,0.2833,0.3789,0.3379,0.3342,22.9,medium
847,48,30,55.4303,43.7219,58.2181,0.5148,0.4855,0.434,0.1803,0.3698,0.4499,0.5071,51.62,high
848,48,48,81.0605,51.2879,55.344,0.4792,0.4234,0.5634,0.0,0.3928,0.6731,0.5278,57.25,high
849,60,30,106.9385,55.4158,98.0897,0.3264,0.5344,0.6822,0.0,0.2416,0.8823,0.7361,82.4,critical
850,24,20,27.087,30.9784,20.4864,0.9801,0.0107,0.0756,0.7945,0.1837,0.0218,0.0238,4.21,acceptable_delay
851,36,30,48.5558,30.7283,35.4215,0.793,0.1414,0.1744,0.629,0.3186,0.0524,0.1706,12.0,low
852,30,60,56.1927,46.0489,60.512,0.4816,0.425,0.3727,0.2779,0.1833,0.5388,0.5269,35.78,high
853,24,16,35.3301,35.1015,35.8638,0.7163,0.1675,0.1225,0.7174,0.183,0.0996,0.3177,10.46,low
854,24,30,56.9712,46.4882,35.7012,0.6041,0.2734,0.2059,0.3532,0.494,0.1528,0.3657,24.0,medium
855,18,16,22.1216,23.4126,10.6715,0.9276,0.0563,0.0073,0.8343,0.1064,0.0592,0.0584,2.21,acceptable_delay
856,42,60,82.1284,42.4689,61.1499,0.3251,0.5078,0.4812,0.1037,0.449,0.4474,0.5979,37.63,high
857,18,24,38.3307,38.8712,43.6344,0.7748,0.1104,0.2054,0.7218,0.2254,0.0528,0.128,11.49,low
858,30,24,30.9967,33.9247,27.0468,0.9747,0.0304,0.0475,0.7682,0.1743,0.0575,0.1138,1.0,acceptable_delay
859,30,24,28.6387,33.527,14.9502,0.8823,0.0221,0.1406,0.8906,0.0514,0.058,0.1534,3.26,acceptable_delay
860,24,16,34.2892,35.2073,31.7688,0.7901,0.1436,0.2002,0.5176,0.4115,0.0709,0.1299,6.1,low
861,48,24,64.9876,42.6275,80.5214,0.5302,0.3034,0.4393,0.3041,0.2339,0.462,0.4446,40.25,high
862,36,30,35.7727,40.4737,44.4072,0.7648,0.1676,0.1037,0.673,0.2007,0.1263,0.1877,9.82,low
863,30,16,37.4524,34.4554,27.2766,0.7601,0.1148,0.2221,0.5655,0.2948,0.1397,0.2064,10.86,low
864,42,60,82.1355,50.9323,61.8517,0.3273,0.397,0.5148,0.1731,0.4178,0.4091,0.5333,31.67,high
865,24,16,41.9254,39.3236,37.241,0.6976,0.1592,0.1312,0.5817,0.3139,0.1044,0.2166,12.0,low
866,36,24,63.6428,46.3063,45.2178,0.4937,0.2248,0.2593,0.4099,0.4171,0.173,0.4296,22.9,medium
867,30,24,46.0319,34.0652,39.7708,0.699,0.151,0.0878,0.5,0.3392,0.1608,0.2188,8.58,low
868,42,36,61.5195,51.4416,38.2781,0.5697,0.2798,0.187,0.5559,0.2831,0.161,0.3194,17.49,medium
869,36,60,82.7607,59.8649,75.0217,0.4358,0.3604,0.2989,0.3286,0.2072,0.4641,0.5228,59.46,high
870,30,30,68.4549,44.305,81.8999,0.3504,0.3766,0.4628,0.2495,0.1942,0.5563,0.6317,33.82,high
871,24,24,49.5852,30.0206,25.4797,0.8051,0.0742,0.2242,0.4263,0.4198,0.1539,0.1705,8.44,low
872,24,30,41.0069,30.5708,28.4177,0.747,0.1646,0.2267,0.7142,0.2147,0.0711,0.2668,6.33,low
873,42,20,48.3655,40.8166,50.8125,0.5947,0.2913,0.2042,0.3304,0.5055,0.164,0.2959,20.93,medium
874,48,30,82.385,55.3687,79.0971,0.4707,0.5442,0.2816,0.2164,0.386,0.3975,0.4927,55.06,high
875,24,20,35.8836,32.3065,38.6532,0.7174,0.0809,0.1674,0.6181,0.2828,0.099,0.2325,7.22,low
876,48,48,78.6227,44.0725,79.6475,0.4846,0.4855,0.5112,0.1039,0.2789,0.6171,0.5736,31.31,high
877,24,30,61.5892,38.6018,55.9758,0.6124,0.174,0.3855,0.2462,0.3852,0.3686,0.3918,19.77,medium
878,42,80,100.4599,68.0605,116.6081,0.1498,0.8308,0.5056,0.0,0.093,0.91,0.9458,78.36,critical
879,36,48,52.4758,46.5781,41.8658,0.6245,0.3499,0.382,0.3359,0.5113,0.1528,0.3846,23.91,medium
880,24,12,27.8861,26.5502,19.751,0.8839,0.0207,0.0419,0.7551,0.1972,0.0477,0.115,2.52,acceptable_delay
881,42,36,46.2114,51.7662,56.5587,0.6005,0.2079,0.2827,0.089,0.5444,0.3666,0.411,17.62,medium
882,30,16,41.0705,37.2159,27.4647,0.681,0.1316,0.1713,0.5738,0.2531,0.1731,0.3057,11.66,low
