sample_id,total_units,reserved_units,share_percent,current_construction_cost,construction_cost_growth,next_year_estimated_construction_cost,required_next_year_amount,total_scheduled_amount,total_due_amount,total_paid_amount,unpaid_amount,due_unpaid_amount,payment_completion_ratio,due_payment_completion_ratio,unpaid_amount_ratio,due_unpaid_amount_ratio,total_payments,paid_on_time_count,paid_late_count,unpaid_count,overdue_count,average_delay_days,max_delay_days,general_inflation_rate,usd_growth,risk_score,risk_label
1015,24,1,4.1667,220000000000.0,54.3948,339668669461.21,1179405102.3,4170353198.23,3573191103.69,3200575199.3,969777998.93,372615904.39,0.7675,0.8957,0.2325,0.1043,13,6,4,2,1,19.79,24,55.1229,53.7905,39.221,medium
1016,12,1,8.3333,160000000000.0,18.8882,190221140484.53,1320980142.25,5088464907.17,4938623881.75,4119333094.39,969131812.78,819290787.36,0.8095,0.8341,0.1905,0.1659,10,6,3,0,1,6.72,22,40.5485,67.6298,33.8597,low
1017,16,1,6.25,90000000000.0,63.039,146735124260.07,764245438.85,2476706107.97,2436269257.12,2049880491.01,426825616.96,386388766.11,0.8277,0.8414,0.1723,0.1586,12,7,4,0,1,22.26,32,43.8923,65.434,37.4993,medium
1018,30,1,3.3333,90000000000.0,44.785,130306474002.22,361962427.78,1370671572.39,1234595305.41,1197996129.44,172675442.95,36599175.97,0.874,0.9704,0.126,0.0296,11,10,0,1,0,1.85,0,41.0542,87.6041,9.0,low
1019,36,1,2.7778,70000000000.0,79.4656,125625920319.37,290800741.48,1155153495.11,1042350335.41,975421633.52,179731861.59,66928701.89,0.8444,0.9358,0.1556,0.0642,16,12,3,1,0,9.86,13,43.4881,109.5592,24.4151,low
1020,24,1,4.1667,300000000000.0,45.2175,435652528040.49,1512682389.03,4256540233.14,3848781953.6,2844962753.72,1411577479.41,1003819199.87,0.6684,0.7392,0.3316,0.2608,9,4,2,1,2,29.96,31,54.8108,99.5927,51.3027,medium
1021,36,1,2.7778,160000000000.0,89.653,303444737782.15,702418374.5,2492216613.55,2206385338.68,2187963721.24,304252892.31,18421617.45,0.8779,0.9917,0.1221,0.0083,15,13,0,2,0,1.95,3,57.7823,124.6637,9.0,low
1022,60,1,1.6667,70000000000.0,84.8588,129401136755.2,179723801.05,198839579.76,129121087.68,105753081.98,93086497.78,23368005.7,0.5319,0.819,0.4681,0.181,6,3,1,2,0,20.69,31,46.7272,80.8783,41.0052,medium
1023,36,1,2.7778,120000000000.0,48.4484,178138072744.22,412356649.87,1927049960.24,1858254997.11,238745370.36,1688304589.89,1619509626.75,0.1239,0.1285,0.8761,0.8715,16,2,6,0,8,97.85,151,48.7414,124.996,100.0,high
1024,36,1,2.7778,120000000000.0,25.1509,150181125656.51,347641494.58,782330791.39,604088707.19,543542140.27,238788651.11,60546566.92,0.6948,0.8998,0.3052,0.1002,8,3,3,2,0,5.29,26,44.1527,80.7463,26.8242,low
1025,30,1,3.3333,120000000000.0,47.969,177562780491.95,493229945.81,822151501.64,709955179.68,727728493.71,94423007.93,0.0,0.8852,1.0,0.1148,0.0,6,5,0,1,0,1.12,2,34.4837,106.2009,9.0,low
1026,16,1,6.25,160000000000.0,73.8918,278226955134.72,1449098724.66,4438708482.48,3672359098.4,3196360632.64,1242347849.84,475998465.75,0.7201,0.8704,0.2799,0.1296,13,6,5,2,0,5.19,12,46.7056,162.0888,36.8186,medium
1027,24,1,4.1667,120000000000.0,78.8509,214621032977.03,745211920.06,1155952634.92,935653233.91,940396901.85,215555733.07,0.0,0.8135,1.0,0.1865,0.0,6,5,0,1,0,0.41,0,42.0563,134.6724,11.0825,low
1028,20,1,5.0,220000000000.0,18.0,259600000000.0,1081666666.67,3511026788.61,3174553916.79,2682039148.67,828987639.95,492514768.12,0.7639,0.8449,0.2361,0.1551,10,7,2,1,0,9.05,14,55.6629,77.6478,25.0575,low
1029,24,1,4.1667,70000000000.0,23.9346,86754208975.63,301229892.28,626380005.45,528998204.39,417270937.15,209109068.3,111727267.24,0.6662,0.7888,0.3338,0.2112,6,3,2,1,0,14.13,21,35.4765,33.0907,39.9174,medium
1030,60,1,1.6667,70000000000.0,60.4939,112345749944.06,156035763.81,471847942.19,485532379.93,103233555.33,368614386.86,382298824.6,0.2188,0.2126,0.7812,0.7874,10,1,4,0,5,50.03,179,46.1323,25.3329,100.0,high
1031,24,1,4.1667,70000000000.0,22.6114,85827958344.36,298013744.25,673462239.3,489980888.01,119950959.03,553511280.26,370029928.98,0.1781,0.2448,0.8219,0.7552,7,0,3,2,2,76.12,170,41.5519,126.9989,100.0,high
1032,12,2,16.6667,90000000000.0,55.2471,139722383132.32,1940588654.62,6589254637.37,5436459622.98,4694167776.96,1895086860.4,742291846.02,0.7124,0.8635,0.2876,0.1365,14,8,4,2,0,21.06,33,39.9948,64.8775,39.203,medium
1033,24,1,4.1667,120000000000.0,41.7019,170042238257.89,590424438.4,2500048912.81,2202241366.97,565229910.42,1934819002.39,1637011456.55,0.2261,0.2567,0.7739,0.7433,16,0,6,2,8,98.84,109,38.8625,55.6426,100.0,high
1034,48,1,2.0833,90000000000.0,47.1254,132412898340.86,229883504.06,1007113020.14,924374846.43,821148355.27,185964664.87,103226491.16,0.8153,0.8883,0.1847,0.1117,14,11,2,1,0,10.43,15,42.3379,104.8242,32.8051,low
1035,16,1,6.25,90000000000.0,32.0059,118805352809.0,618777879.21,2633138671.58,2481093660.11,2395602976.14,237535695.44,85490683.97,0.9098,0.9655,0.0902,0.0345,16,12,3,1,0,11.94,15,30.3844,140.6781,23.3581,low
1036,24,3,12.5,220000000000.0,71.6499,377629690328.35,3933642607.59,14721396920.67,13370058556.61,13317581728.61,1403815192.06,52476828.0,0.9046,0.9961,0.0954,0.0039,13,11,1,1,0,5.9,8,49.71,15.9812,9.0,low
1037,60,1,1.6667,90000000000.0,91.5057,172355110062.72,239382097.31,844424822.16,736716815.99,716892685.97,127532136.2,19824130.02,0.849,0.9731,0.151,0.0269,15,13,0,2,0,1.53,3,53.4062,114.3353,13.8431,low
1038,24,1,4.1667,120000000000.0,52.7829,183339462771.88,636595356.85,1703855145.27,1285589458.51,1067613008.64,636242136.63,217976449.87,0.6266,0.8304,0.3734,0.1696,8,4,2,2,0,21.67,30,51.1328,94.8892,50.2942,medium
1039,36,1,2.7778,90000000000.0,39.7155,125743920660.5,291073890.42,1162865598.81,1041956050.65,1038289920.06,124575678.75,3666130.6,0.8929,0.9965,0.1071,0.0035,12,10,1,1,0,4.28,8,52.821,96.7852,9.0,low
1040,24,1,4.1667,160000000000.0,59.5282,255245163632.88,886267929.28,1369494158.62,1099092604.92,1015500593.75,353993564.86,83592011.17,0.7415,0.9239,0.2585,0.0761,6,3,2,1,0,8.34,32,41.8592,141.6814,22.047,low
1041,24,1,4.1667,90000000000.0,46.4908,131841677489.69,457783602.39,1713944375.06,1579449036.9,1540531725.69,173412649.37,38917311.21,0.8988,0.9754,0.1012,0.0246,15,13,1,1,0,1.14,9,42.3241,164.8387,11.6042,low
1042,36,1,2.7778,120000000000.0,63.4914,196189704656.52,454142834.85,973433871.51,939763190.13,652301412.71,321132458.8,287461777.42,0.6701,0.6941,0.3299,0.3059,10,5,3,0,2,19.17,31,34.3122,107.4199,61.8674,medium
1043,24,1,4.1667,300000000000.0,31.9713,395913935713.55,1374701165.67,5621119675.5,5231600600.73,5198965393.48,422154282.02,32635207.26,0.9249,0.9938,0.0751,0.0062,12,11,0,1,0,1.85,1,49.9824,69.9132,11.8607,low
1044,30,2,6.6667,90000000000.0,60.8585,144772638474.92,804292435.97,2245119870.9,1623962862.85,900688127.35,1344431743.55,723274735.5,0.4012,0.5546,0.5988,0.4454,12,2,4,3,3,21.88,75,44.76,67.4292,84.0991,high
1045,30,1,3.3333,90000000000.0,46.8161,132134454396.52,367040151.1,1615217552.86,1525933986.85,1509496930.84,105720622.02,16437056.01,0.9345,0.9892,0.0655,0.0108,16,14,1,1,0,1.15,7,46.7156,145.7531,9.0,low
1046,24,1,4.1667,70000000000.0,68.2267,117758678835.29,408884301.51,1031184747.18,880489164.52,778689105.3,252495641.89,101800059.23,0.7551,0.8844,0.2449,0.1156,12,6,3,2,1,12.88,21,39.7358,109.6499,40.0679,medium
1047,30,1,3.3333,160000000000.0,63.1794,261087058254.28,725241828.48,2362256515.35,1806521814.79,1115739777.17,1246516738.18,690782037.62,0.4723,0.6176,0.5277,0.3824,14,4,4,3,3,35.99,50,55.9282,82.691,66.1526,high
1048,36,3,8.3333,90000000000.0,35.4101,121869050600.06,846312851.39,1687504984.51,1454692818.11,1224422630.39,463082354.12,230270187.72,0.7256,0.8417,0.2744,0.1583,7,5,1,1,0,9.04,16,33.8611,87.4116,17.149,low
1049,20,1,5.0,160000000000.0,34.3347,214935542282.18,895564759.51,1637164840.79,1357968417.44,1162529283.68,474635557.11,195439133.76,0.7101,0.8561,0.2899,0.1439,6,4,1,1,0,7.46,12,48.6981,79.7852,24.8838,low
1050,36,1,2.7778,120000000000.0,87.6817,225218001674.24,521337966.84,1116924611.03,987596178.19,935373431.75,181551179.28,52222746.44,0.8375,0.9471,0.1625,0.0529,10,7,2,1,0,5.3,18,51.7072,150.3116,18.1295,low
1051,48,3,6.25,120000000000.0,67.4094,200891266374.29,1046308679.03,1810283483.2,1593565064.33,1435970295.72,374313187.48,157594768.6,0.7932,0.9011,0.2068,0.0989,8,6,1,1,0,11.19,18,51.0223,76.8504,16.5727,low
1052,20,1,5.0,300000000000.0,83.325,549975001705.68,2291562507.11,3350820593.83,3291329902.46,3134010019.04,216810574.78,157319883.42,0.9353,0.9522,0.0647,0.0478,7,6,1,0,0,0.11,9,31.4638,30.597,9.0,low
1053,30,1,3.3333,120000000000.0,62.8336,195400321133.68,542778669.82,1518135369.43,1263162677.51,1289134390.55,229000978.87,0.0,0.8492,1.0,0.1508,0.0,12,9,1,2,0,5.42,10,40.5935,94.8079,9.0,low
1054,30,1,3.3333,220000000000.0,81.3542,398979265777.83,1108275738.27,4526857442.02,3682033994.81,2736191246.14,1790666195.89,945842748.67,0.6044,0.7431,0.3956,0.2569,15,4,6,3,2,34.89,38,60.5227,25.2015,61.489,medium
1055,30,1,3.3333,220000000000.0,43.2404,315128816950.16,875357824.86,1719280606.95,1566790711.47,1309155900.24,410124706.71,257634811.23,0.7615,0.8356,0.2385,0.1644,9,6,2,1,0,15.0,30,32.9903,185.0,34.7251,low
1056,12,2,16.6667,160000000000.0,48.5427,237668316986.74,3300948847.04,11417997992.61,8472331344.63,6136678779.28,5281319213.32,2335652565.35,0.5375,0.7243,0.4625,0.2757,12,3,4,3,2,31.72,47,48.4191,97.2691,56.6055,medium
1057,36,1,2.7778,90000000000.0,18.0,106200000000.0,245833333.33,997349375.9,932368919.1,549447650.78,447901725.12,382921268.32,0.5509,0.5893,0.4491,0.4107,13,6,3,1,3,16.82,63,34.5082,92.6551,63.2778,medium
1058,24,2,8.3333,90000000000.0,35.241,121716910820.81,845256325.14,3793795491.24,3004074233.28,1537177532.01,2256617959.24,1466896701.27,0.4052,0.5117,0.5948,0.4883,14,2,4,3,5,38.61,115,38.4698,15.8541,74.5302,high
1059,20,1,5.0,90000000000.0,25.0018,112501639482.54,468756831.18,2412302638.5,2219868008.55,2110648192.34,301654446.16,109219816.21,0.875,0.9508,0.125,0.0492,15,13,1,1,0,4.39,9,47.1087,67.8885,11.6947,low
1060,48,1,2.0833,120000000000.0,81.6753,218010397256.23,378490273.01,817274655.07,703248681.43,428071046.89,389203608.18,275177634.54,0.5238,0.6087,0.4762,0.3913,12,6,2,2,2,40.84,60,46.6565,92.1326,62.2215,medium
1061,20,1,5.0,120000000000.0,58.701,190441165634.6,793504856.81,3315574532.78,2770379098.77,2332636661.41,982937871.37,437742437.36,0.7035,0.842,0.2965,0.158,14,9,2,2,1,10.93,16,41.4042,88.6849,25.0825,low
1062,12,1,8.3333,120000000000.0,18.0,141600000000.0,983333333.33,2530821783.03,1858265087.15,1148979645.44,1381842137.59,709285441.71,0.454,0.6183,0.546,0.3817,8,2,2,2,2,26.54,93,58.5612,83.2979,74.1589,high
1063,36,1,2.7778,90000000000.0,67.1936,150474266308.85,348320060.9,668912991.81,644999184.37,540797161.94,128115829.87,104202022.42,0.8085,0.8384,0.1915,0.1616,7,4,3,0,0,14.91,22,23.1344,85.8348,29.2211,low
1064,24,1,4.1667,300000000000.0,76.0081,528024294200.07,1833417688.19,8294886180.87,7058502343.75,6698581820.84,1596304360.03,359920522.91,0.8076,0.949,0.1924,0.051,16,12,1,2,1,11.89,18,35.0153,97.6968,21.553,low
1065,12,1,8.3333,160000000000.0,62.7754,260440694572.82,1808615934.53,7717324618.97,6102455918.22,3192951730.85,4524372888.12,2909504187.37,0.4137,0.5232,0.5863,0.4768,14,2,3,3,6,43.0,71,44.8907,70.6274,86.4892,high
1066,30,1,3.3333,220000000000.0,86.3179,409899458833.1,1138609607.87,1842679080.75,1623734491.28,1551962964.8,290716115.94,71771526.47,0.8422,0.9558,0.1578,0.0442,8,6,1,1,0,4.25,8,63.8883,69.0131,15.6675,low
1067,20,1,5.0,120000000000.0,80.2501,216300134158.57,901250558.99,1272549681.93,1024821485.86,726927344.51,545622337.42,297894141.35,0.5712,0.7093,0.4288,0.2907,6,3,1,1,1,12.6,16,33.2996,50.8234,52.765,medium
1068,20,1,5.0,160000000000.0,76.5592,282494746662.54,1177061444.43,3079611729.63,2605457333.03,2499835620.91,579776108.72,105621712.12,0.8117,0.9595,0.1883,0.0405,12,8,2,2,0,5.82,11,43.9279,59.3653,20.3657,low
1069,24,1,4.1667,90000000000.0,49.5025,134552282780.5,467195426.32,1034032465.59,908831608.72,893760675.73,140271789.86,15070932.99,0.8643,0.9834,0.1357,0.0166,9,8,0,1,0,1.94,1,54.0501,124.5125,9.0,low
1070,24,1,4.1667,160000000000.0,29.5134,207221377719.03,719518672.64,3169921106.23,2869319158.03,2702016519.35,467904586.88,167302638.68,0.8524,0.9417,0.1476,0.0583,13,10,2,1,0,3.52,19,48.7305,59.8041,11.3328,low
1071,20,1,5.0,90000000000.0,66.1987,149578811848.36,623245049.37,2226413592.41,2117319443.13,1717344726.61,509068865.8,399974716.52,0.7714,0.8111,0.2286,0.1889,14,8,4,1,1,12.01,25,51.9104,83.6796,36.9631,medium
1072,16,1,6.25,160000000000.0,29.0077,206412368317.24,1075064418.32,3402115908.33,2948817812.66,2392304830.47,1009811077.86,556512982.19,0.7032,0.8113,0.2968,0.1887,13,7,4,2,0,19.4,31,33.9007,99.5109,35.5834,medium
1073,36,2,5.5556,160000000000.0,47.9918,236786807755.27,1096235221.09,3537458095.87,3138413577.18,2225236518.62,1312221577.24,913177058.55,0.629,0.709,0.371,0.291,14,6,4,2,2,28.11,61,42.1133,128.0449,52.4266,medium
1074,24,1,4.1667,70000000000.0,49.2714,104489973477.7,362812407.91,901067644.12,787963765.08,674278809.41,226788834.71,113684955.67,0.7483,0.8557,0.2517,0.1443,10,6,3,1,0,17.7,23,37.9534,105.0375,35.5313,medium
1075,24,1,4.1667,120000000000.0,30.2036,156244317363.5,542514990.85,1731229040.02,1554420877.0,1520403334.8,210825705.21,34017542.19,0.8782,0.9781,0.1218,0.0219,11,9,1,1,0,3.44,7,34.2477,91.0703,9.0,low
1076,16,1,6.25,120000000000.0,54.1365,184963806772.35,963353160.27,2841234173.19,2570948721.92,2481655852.12,359578321.06,89292869.8,0.8734,0.9653,0.1266,0.0347,9,7,1,1,0,5.53,9,42.0549,66.8486,13.5992,low
1077,48,1,2.0833,160000000000.0,63.4962,261593919856.17,454156110.86,989235118.05,786942223.62,804825817.16,184409300.89,0.0,0.8136,1.0,0.1864,0.0,10,8,0,2,0,1.58,2,58.235,150.9916,9.0,low
1078,12,1,8.3333,120000000000.0,65.5973,198716729595.1,1379977288.85,5699969926.59,5136737970.85,5118698254.96,581271671.63,18039715.9,0.898,0.9965,0.102,0.0035,16,14,1,1,0,2.68,7,33.7386,122.6971,10.4934,low
1079,16,1,6.25,120000000000.0,41.8915,170269795741.47,886821852.82,2709177384.88,2223809648.94,2097835485.61,611341899.27,125974163.33,0.7743,0.9434,0.2257,0.0566,11,6,3,2,0,18.97,26,46.5938,116.1106,32.9134,low
1080,36,1,2.7778,90000000000.0,70.6682,153601402600.4,355558802.32,1270252555.11,1115693194.21,809534269.88,460718285.23,306158924.33,0.6373,0.7256,0.3627,0.2744,15,7,5,2,1,17.91,23,47.7035,34.7263,50.5044,medium
1081,24,1,4.1667,220000000000.0,23.8232,272411067757.11,945871763.05,3012941757.38,2282526540.3,1316368353.2,1696573404.18,966158187.1,0.4369,0.5767,0.5631,0.4233,12,4,4,3,1,24.82,49,50.5779,85.9142,59.0377,medium
1082,24,1,4.1667,120000000000.0,68.0952,201714234468.92,700396647.46,2408452352.44,1903628299.79,1367400650.5,1041051701.94,536227649.29,0.5678,0.7183,0.4322,0.2817,15,5,4,3,3,33.73,56,39.2633,29.1335,59.2948,medium
1083,36,1,2.7778,220000000000.0,75.8776,386930746110.98,895673023.41,1825071325.91,1785269711.21,1409034890.86,416036435.05,376234820.35,0.772,0.7893,0.228,0.2107,8,5,3,0,0,11.96,15,34.9871,66.078,40.0585,medium
1084,16,1,6.25,120000000000.0,20.488,144585583010.75,753049911.51,3895210415.11,3340662400.73,1186084285.64,2709126129.47,2154578115.09,0.3045,0.355,0.6955,0.645,12,3,3,2,4,27.05,74,45.5186,106.178,82.1649,high
1085,24,1,4.1667,70000000000.0,66.2602,116382137304.55,404104643.42,1216077958.87,1149263249.84,1050613938.37,165464020.51,98649311.47,0.8639,0.9142,0.1361,0.0858,15,12,2,1,0,8.15,15,38.0756,120.6945,13.0452,low
1086,36,1,2.7778,160000000000.0,44.2262,230761984472.93,534171260.35,921482216.07,783792019.2,778419536.87,143062679.2,5372482.33,0.8447,0.9931,0.1553,0.0069,7,6,0,1,0,1.93,0,62.7645,19.863,9.0,low
1087,24,1,4.1667,120000000000.0,43.1663,171799533766.1,596526158.91,3021932854.89,2556917476.5,2342174127.59,679758727.3,214743348.91,0.7751,0.916,0.2249,0.084,15,8,5,2,0,12.13,16,54.457,54.4664,30.7929,low
1088,48,2,4.1667,220000000000.0,77.0911,389600317252.24,1352778879.35,5279456099.7,4174206944.51,3161993462.68,2117462637.02,1012213481.83,0.5989,0.7575,0.4011,0.2425,16,7,5,3,1,28.18,32,45.0083,70.4682,57.4529,medium
1089,24,1,4.1667,160000000000.0,18.8713,190194062995.19,660396052.07,1485650190.93,1136643572.08,1010060595.54,475589595.39,126582976.54,0.6799,0.8886,0.3201,0.1114,8,4,2,2,0,6.65,24,54.9456,66.8438,36.8181,medium
1090,20,1,5.0,220000000000.0,55.2758,341606839133.64,1423361829.72,5070976143.35,4491449915.14,4385849893.5,685126249.85,105600021.65,0.8649,0.9765,0.1351,0.0235,16,14,0,2,0,0.42,1,51.0665,40.8457,9.0,low
1091,16,1,6.25,120000000000.0,80.3369,216404300051.51,1127105729.43,2902436990.26,2454227914.78,2294783031.75,607653958.5,159444883.02,0.7906,0.935,0.2094,0.065,11,7,1,2,1,7.56,19,61.2344,116.6119,22.6964,low
1092,24,2,8.3333,120000000000.0,43.8894,172667227603.2,1199077969.47,4569809545.99,4044012509.73,3605542801.25,964266744.74,438469708.48,0.789,0.8916,0.211,0.1084,16,10,4,2,0,5.58,24,44.8201,105.5803,24.6325,low
1093,36,1,2.7778,300000000000.0,72.0701,516210356699.91,1194931381.25,4707706236.0,4274756184.89,4136736416.26,570969819.74,138019768.62,0.8787,0.9677,0.1213,0.0323,14,12,1,1,0,4.9,8,41.445,82.073,11.81,low
1094,30,1,3.3333,220000000000.0,32.7964,292152087981.79,811533577.73,3063094002.14,2629868664.5,1947973068.17,1115120933.96,681895596.33,0.6359,0.7407,0.3641,0.2593,14,7,4,2,1,14.54,31,39.3111,47.5558,47.0686,medium
1095,16,1,6.25,160000000000.0,51.6298,242607695050.85,1263581745.06,2881562751.17,2496916295.88,2419532130.92,462030620.25,77384164.95,0.8397,0.969,0.1603,0.031,10,8,1,1,0,10.89,17,33.6563,166.8651,9.0,low
1096,20,1,5.0,120000000000.0,42.9893,171587114776.75,714946311.57,1275464015.22,1233089282.19,905147155.45,370316859.77,327942126.74,0.7097,0.734,0.2903,0.266,6,3,2,0,1,27.15,51,39.5243,71.1583,51.981,medium
1097,36,1,2.7778,90000000000.0,66.4711,149823949000.81,346814696.76,1043650861.49,859925950.02,708824372.73,334826488.76,151101577.29,0.6792,0.8243,0.3208,0.1757,13,6,4,2,1,22.42,29,47.6958,87.6968,42.3739,medium
1098,20,1,5.0,300000000000.0,51.5595,454678520140.82,1894493833.92,7571320146.59,6987213774.49,6840245207.47,731074939.13,146968567.03,0.9034,0.979,0.0966,0.021,15,13,1,1,0,4.34,9,49.185,107.1505,9.0,low
1099,36,1,2.7778,300000000000.0,52.2108,456632401082.19,1057019446.95,2448795540.9,1674609113.85,1039288722.97,1409506817.93,635320390.88,0.4244,0.6206,0.5756,0.3794,10,3,3,3,1,22.22,33,53.722,49.1148,63.4005,medium
1100,12,1,8.3333,120000000000.0,26.7966,152155979483.74,1056638746.41,4911780680.12,4278572399.14,4052116184.46,859664495.66,226456214.68,0.825,0.9471,0.175,0.0529,15,12,1,2,0,3.89,17,54.6573,15.0,9.0,low
1101,24,1,4.1667,120000000000.0,63.9342,196721025081.14,683059114.87,2834110160.36,2471486633.19,1791599280.73,1042510879.63,679887352.46,0.6322,0.7249,0.3678,0.2751,13,7,3,2,1,14.13,19,35.7738,46.6506,48.6335,medium
1102,48,1,2.0833,90000000000.0,50.4501,135405095808.2,235078291.33,823060938.52,844714904.69,73255871.0,749805067.52,771459033.69,0.089,0.0867,0.911,0.9133,13,2,5,0,6,60.61,69,51.5603,91.8412,100.0,high
1103,24,1,4.1667,90000000000.0,52.3856,137146996509.92,476204848.99,1127105580.66,1025874761.08,286269683.89,840835896.76,739605077.19,0.254,0.279,0.746,0.721,9,1,3,1,4,67.95,110,38.3781,60.4161,100.0,high
1104,36,1,2.7778,120000000000.0,77.1727,212607264646.7,492146445.94,1594428768.24,1362679652.83,1225428119.98,369000648.26,137251532.85,0.7686,0.8993,0.2314,0.1007,15,7,5,2,1,18.28,22,55.3532,83.6992,37.7347,medium
1105,20,1,5.0,220000000000.0,66.8245,367013866210.98,1529224442.55,5677733176.31,5177944772.81,5054732685.06,623000491.25,123212087.76,0.8903,0.9762,0.1097,0.0238,13,11,1,1,0,0.28,5,60.0256,95.2264,10.5743,low
1106,36,1,2.7778,120000000000.0,47.0155,176418604524.2,408376399.36,1421471448.95,1326816843.95,937677062.31,483794386.64,389139781.64,0.6597,0.7067,0.3403,0.2933,15,6,6,1,2,12.78,31,76.6199,110.2073,56.8692,medium
1107,30,1,3.3333,70000000000.0,42.4788,99735174160.64,277042150.45,635495681.55,483460884.66,411702068.48,223793613.07,71758816.18,0.6478,0.8516,0.3522,0.1484,9,6,1,2,0,10.26,14,39.8254,119.9409,28.7734,low
1108,24,1,4.1667,90000000000.0,60.2607,144234588804.44,500814544.46,1767617691.62,1369850585.15,733745612.3,1033872079.33,636104972.85,0.4151,0.5356,0.5849,0.4644,13,4,4,3,2,35.74,44,50.5535,86.4295,63.3598,medium
1109,20,2,10.0,220000000000.0,93.5532,425816946228.17,3548474551.9,4728179088.81,3938207639.09,3637251211.56,1090927877.25,300956427.54,0.7693,0.9236,0.2307,0.0764,6,4,1,1,0,9.44,12,40.7335,89.351,22.5706,low
1110,20,1,5.0,120000000000.0,19.1754,143010438835.1,595876828.48,2419385195.62,1942323502.98,1787904396.74,631480798.88,154419106.25,0.739,0.9205,0.261,0.0795,12,9,1,2,0,2.45,16,67.3487,89.4191,12.4824,low
1111,24,1,4.1667,120000000000.0,56.0785,187294190336.37,650327049.78,1105858685.19,935350570.57,965243356.2,140615328.99,0.0,0.8728,1.0,0.1272,0.0,7,6,0,1,0,1.08,1,45.4261,29.7977,9.0,low
1112,30,1,3.3333,300000000000.0,63.5722,490716672052.07,1363101866.81,4927564887.56,4333845455.17,3901749698.2,1025815189.36,432095756.97,0.7918,0.9003,0.2082,0.0997,14,11,1,2,0,11.92,19,31.2489,109.4045,14.7533,low
1113,48,1,2.0833,120000000000.0,60.2845,192341400277.46,333926042.15,1192222922.27,1041057105.77,896577214.57,295645707.7,144479891.2,0.752,0.8612,0.248,0.1388,16,8,5,2,1,20.89,28,38.53,30.4319,36.2463,medium
1114,20,1,5.0,300000000000.0,63.3643,490092934810.28,2042053895.04,7086199108.52,5927438486.32,5359206142.16,1726992966.36,568232344.15,0.7563,0.9041,0.2437,0.0959,15,10,3,2,0,10.8,16,48.9966,110.7858,32.2332,low
1115,20,1,5.0,120000000000.0,60.2988,192358562011.16,801494008.38,972677020.89,826740548.48,778986194.81,193690826.08,47754353.68,0.8009,0.9422,0.1991,0.0578,6,4,1,1,0,6.02,8,44.5019,149.8101,18.4526,low
1116,12,1,8.3333,70000000000.0,66.8881,116821682605.63,811261684.76,3523257927.85,3048085774.06,2609050825.23,914207102.63,439034948.84,0.7405,0.856,0.2595,0.144,16,7,6,2,1,9.29,21,59.5802,100.586,37.4461,medium
1117,16,1,6.25,120000000000.0,59.3477,191217290239.29,995923386.66,3795881578.62,3655987277.36,2203286327.18,1592595251.44,1452700950.18,0.5804,0.6027,0.4196,0.3973,14,4,5,1,4,37.27,70,58.008,107.7357,83.4118,high
1118,24,1,4.1667,220000000000.0,46.2568,321765030728.05,1117239690.03,6201975791.33,6015871559.35,930208069.8,5271767721.53,5085663489.55,0.15,0.1546,0.85,0.8454,16,3,4,1,8,52.75,123,53.7707,179.3316,100.0,high
1119,24,2,8.3333,70000000000.0,52.1753,106522690334.79,739740905.1,2789724343.79,2286484402.47,2289298378.74,500425965.05,0.0,0.8206,1.0,0.1794,0.0,12,10,0,2,0,0.8,3,47.7464,87.9643,9.0,low
1120,60,1,1.6667,90000000000.0,18.0,106200000000.0,147500000.0,559044513.69,466950119.19,423679866.12,135364647.57,43270253.06,0.7579,0.9073,0.2421,0.0927,11,8,1,2,0,3.68,12,48.0341,62.9293,9.2594,low
1121,12,1,8.3333,120000000000.0,36.4428,163731341558.11,1137023205.26,3040322648.75,2724097002.66,2204306634.01,836016014.73,519790368.65,0.725,0.8092,0.275,0.1908,10,5,4,1,0,19.69,35,59.1172,70.1674,38.0083,medium
1122,30,1,3.3333,90000000000.0,44.8713,130384132933.96,362178147.04,1906503662.86,1574008833.82,912140951.99,994362710.87,661867881.82,0.4784,0.5795,0.5216,0.4205,16,4,6,3,3,33.03,37,38.0839,40.6953,68.7269,high
1123,24,1,4.1667,220000000000.0,21.025,266255058554.3,924496731.09,2756272475.5,1655996333.01,596208734.86,2160063740.64,1059787598.15,0.2163,0.36,0.7837,0.64,8,1,2,3,2,62.09,102,31.189,129.9084,92.6484,high
1124,12,1,8.3333,160000000000.0,61.7896,258863354703.42,1797662185.44,5660610142.97,5776957672.58,4903097623.37,757512519.59,873860049.21,0.8662,0.8487,0.1338,0.1513,15,10,4,0,1,17.06,27,57.7379,85.9381,36.1782,medium
1125,24,1,4.1667,70000000000.0,58.4773,110934080242.33,385187778.62,846786326.6,683986961.46,553155167.35,293631159.24,130831794.11,0.6532,0.8087,0.3468,0.1913,10,6,2,2,0,18.98,22,50.0622,80.7074,40.9606,medium
1126,48,2,4.1667,160000000000.0,21.5405,194464872526.41,675225251.83,1891995997.26,1928877505.06,1882536017.28,9459979.99,46341487.79,0.995,0.976,0.005,0.024,11,10,1,0,0,0.37,3,52.0887,106.5797,9.0,low
1127,12,1,8.3333,160000000000.0,18.0,188800000000.0,1311111111.11,3869268095.76,3107175502.92,2631645283.3,1237622812.47,475530219.62,0.6801,0.847,0.3199,0.153,10,4,3,2,1,15.74,35,45.8245,97.6477,42.3697,medium
